urutan,pertanyaan,jawaban,verdict
463,kapan reformasi terjadi?,NO ANSWER,WA
464,kapan reformasi terjadi?,NO ANSWER,WA
465,dimana letak kerajaan majapahit?,gujarat,WA
466,dimana letak kerajaan majapahit?,makam leluhurnya,WA
467,dimana letak kerajaan majapahit?,wilayah,WA
468,dimana letak kerajaan majapahit?,makam leluhurnya,WA
469,dimana letak kerajaan majapahit?,wilayah republik indonesia,WA
470,dimana letak kerajaan majapahit?,wilayah republik indonesia,WA
471,dimana letak kerajaan majapahit?,asia tenggara,WA
472,dimana letak kerajaan majapahit?,gunung,WA
473,kapan indonesia kembali menjadi anggota pbb?,7 agustus 1945,WA
474,kapan indonesia kembali menjadi anggota pbb?,masa kabineg natsir tahun 1950,WA
475,kapan indonesia kembali menjadi anggota pbb?,masa kabineg natsir tahun 1950,WA
476,kapan indonesia kembali menjadi anggota pbb?,tanggal 18 september 1912,WA
477,kapan indonesia kembali menjadi anggota pbb?,tahun 1929,WA
478,kapan indonesia kembali menjadi anggota pbb?,tahun 1952,WA
479,kapan indonesia kembali menjadi anggota pbb?,tahun 1952,WA
480,kapan indonesia kembali menjadi anggota pbb?,17 agustus 1945,WA
